time_s,dx,dy,alt_mm
0.032,0,0,62
0.058,0,0,62
0.085,0,0,62
0.154,0,0,62
0.186,0,1,63
0.211,0,0,63
0.246,0,0,63
0.306,0,0,63
0.338,-1,0,63
0.373,0,0,63
0.436,0,-1,63
0.46,0,0,63
0.504,0,0,63
0.56,0,1,62
0.584,0,0,62
0.648,0,0,62
0.671,0,0,62
0.718,0,-1,62
0.743,0,0,63
0.789,0,0,63
0.851,0,-1,63
0.873,0,0,63
0.923,0,0,63
0.945,0,1,63
1.0,0,-1,63
1.061,0,0,63
1.072,0,0,63
1.118,0,0,63
1.161,0,0,62
1.219,0,0,62
1.246,0,0,62
1.292,0,0,62
1.317,0,0,62
1.375,0,0,61
1.411,0,0,61
1.456,0,0,61
1.501,0,0,61
1.529,0,0,61
1.579,0,0,62
1.623,0,1,62
1.649,0,0,62
1.705,0,-1,62
1.743,0,0,62
1.792,0,0,61
1.813,0,0,61
1.875,0,0,61
1.898,0,0,61
1.952,0,0,61
1.984,0,1,61
2.042,0,0,61
2.066,0,0,61
2.123,0,0,61
2.148,0,-1,62
2.193,0,1,62
2.238,0,0,62
2.272,0,0,62
2.308,0,1,62
2.363,0,-1,62
2.397,1,-1,62
2.433,0,0,62
2.479,0,0,62
2.526,0,0,62
2.587,0,0,62
2.599,0,0,62
2.666,0,0,62
2.689,0,0,62
2.729,0,0,62
2.771,0,0,63
2.806,0,0,63
2.865,0,0,63
2.887,0,0,63
2.927,0,0,63
2.975,0,0,63
3.029,0,0,63
3.056,0,0,63
3.099,0,0,63
3.162,0,0,63
3.178,0,0,63
3.224,0,0,63
3.279,0,0,63
3.29,0,0,63
3.339,0,0,63
3.385,0,0,61
3.422,0,0,61
3.48,0,0,61
3.501,0,0,61
3.549,0,0,61
3.595,0,0,63
3.626,0,0,63
3.697,0,0,63
3.722,0,0,63
3.777,0,0,63
3.801,0,0,63
3.826,0,0,63
3.872,0,0,63
3.934,0,0,63
3.991,0,0,62
4.03,0,0,62
4.054,0,0,62
4.086,0,0,62
4.122,0,0,62
4.156,0,0,62
4.212,0,0,62
4.259,0,0,62
4.282,0,0,62
4.34,0,0,62
4.384,0,1,63
