time_s,dx,dy,alt_mm
0.015,0,0,85
0.026,0,0,85
0.062,0,0,85
0.109,0,0,85
0.171,1,-1,85
0.194,0,0,85
0.242,0,1,85
0.271,0,0,85
0.321,0,0,85
0.368,0,-1,85
0.423,0,0,85
0.446,-1,2,85
0.487,0,0,85
0.541,0,-1,85
0.57,0,0,85
0.622,0,0,85
0.643,0,0,85
0.68,0,0,85
0.715,0,0,85
0.771,0,0,86
0.817,0,-1,86
0.852,1,0,86
0.894,0,1,86
0.939,0,0,86
0.976,0,0,85
1.024,0,-1,85
1.047,-1,1,85
1.102,0,0,85
1.141,0,0,85
1.177,0,0,86
1.223,0,0,86
1.259,0,0,86
1.316,0,0,86
1.364,0,0,86
1.402,0,0,86
1.413,0,0,86
1.473,0,0,86
1.508,0,0,86
1.543,0,0,85
1.602,0,0,85
1.638,0,0,85
1.674,0,0,85
1.719,0,0,85
1.769,0,-1,86
1.797,0,1,86
1.838,0,0,86
1.891,0,0,86
1.928,0,0,86
1.959,0,0,85
2.008,0,0,85
2.056,0,0,85
2.085,0,0,85
2.139,0,0,85
2.165,0,0,86
2.199,0,1,86
2.256,0,-1,86
2.307,1,-1,86
2.319,0,0,86
2.38,0,0,85
2.403,0,1,85
2.464,1,-1,85
2.484,-1,1,85
2.545,0,0,85
2.568,0,0,85
2.615,1,0,85
2.653,-1,1,85
2.686,0,-1,85
2.733,0,0,85
2.795,0,1,86
2.83,0,0,86
2.877,0,-1,86
2.901,0,0,86
2.936,0,0,86
2.981,2,-1,87
3.023,-1,0,87
3.08,0,0,87
3.103,-1,1,87
3.159,-1,2,86
3.185,0,0,86
3.233,2,-3,86
3.269,-1,2,86
3.324,0,1,86
3.361,0,-2,86
3.397,0,1,86
3.422,0,0,86
3.483,1,0,86
3.508,-1,0,86
3.559,1,0,85
3.61,-1,0,85
3.633,0,0,85
3.686,0,0,85
3.709,0,0,85
3.762,0,0,86
3.8,0,-1,86
3.851,0,2,86
3.873,0,-1,86
3.927,0,2,86
3.955,0,-2,86
4.01,0,0,86
4.056,0,-1,86
4.091,0,0,86
4.137,1,0,86
4.166,-1,2,87
4.228,0,-1,87
4.257,0,0,87
4.306,0,0,87
4.33,0,0,87
4.382,0,1,85
4.424,2,0,85
4.459,-1,0,85
4.49,-1,0,85
4.553,0,1,85
4.591,0,1,86
4.614,0,0,86
4.667,0,-1,86
4.695,0,0,86
4.756,0,1,85
4.787,0,1,85
4.822,0,-1,85
4.87,0,-1,85
4.913,0,0,85
4.965,0,0,86
4.99,0,0,86
5.042,1,0,86
