time_s,dx,dy,alt_mm
0.024,1,-1,82
0.048,0,1,82
0.095,0,0,82
0.13,-1,-1,82
0.176,0,0,82
0.21,0,2,82
0.248,1,0,82
0.299,-1,0,82
0.338,1,-2,82
0.383,0,-1,82
0.429,-2,1,82
0.486,0,0,82
0.5,0,-2,82
0.534,1,2,82
0.583,0,0,82
0.629,-1,1,82
0.669,0,-1,82
0.713,1,2,82
0.752,-1,-2,82
0.79,1,1,82
0.849,-1,0,82
0.867,-1,-1,83
0.903,1,2,83
0.965,-1,-1,83
1.013,1,-2,83
1.035,0,1,83
1.09,-1,0,82
1.127,2,1,82
1.152,0,1,82
1.196,0,-3,82
1.261,0,0,82
1.299,-1,3,82
1.332,0,-4,82
1.354,1,1,82
1.419,-1,1,82
1.441,0,0,83
1.49,0,-1,83
1.528,0,1,83
1.592,1,-2,83
1.615,2,2,83
1.664,-3,0,83
1.688,1,1,83
1.738,0,-1,83
1.789,0,0,83
1.811,0,-1,83
1.857,1,0,83
1.89,-1,2,83
1.932,0,-1,83
1.968,0,-1,83
2.026,0,0,83
2.057,0,1,83
2.106,0,0,83
2.154,-2,0,83
2.179,0,-3,83
2.235,0,3,83
2.272,0,1,82
2.313,0,1,82
2.346,2,-1,82
2.395,-2,0,82
2.427,1,-1,82
2.477,-2,2,82
2.506,1,0,82
2.552,1,0,82
2.599,-2,-1,82
2.644,2,1,82
2.667,0,-1,82
2.737,0,2,82
2.762,0,0,82
2.786,-2,0,82
2.842,-2,0,82
2.869,0,0,83
2.925,-1,-1,83
2.959,1,0,83
3.02,0,0,83
3.044,0,1,83
3.083,-1,0,83
3.126,0,0,83
3.172,0,-1,83
3.207,-5,0,83
3.263,-6,0,82
3.293,-2,0,82
3.328,3,0,82
3.388,2,0,82
3.409,0,1,82
3.453,-2,2,81
3.491,-3,-2,81
3.554,-1,-3,81
3.577,0,2,81
3.632,0,0,81
3.682,0,0,83
3.714,0,-1,83
3.735,4,2,83
3.773,3,2,83
3.818,0,1,83
3.851,0,0,84
3.925,-2,-1,84
3.958,-1,2,84
3.981,-1,-2,84
4.028,0,1,84
4.06,0,-1,82
4.123,2,1,82
4.164,-2,-3,82
4.187,0,3,82
4.242,3,0,82
4.267,-2,-1,83
4.325,0,1,83
4.372,1,-1,83
4.396,2,1,83
4.436,-3,1,83
4.479,-4,-4,82
4.526,0,-1,82
4.564,1,2,82
4.62,1,1,82
4.643,0,-2,82
4.679,-1,1,82
4.726,3,0,82
4.772,0,1,82
4.815,0,0,82
4.849,1,-1,83
4.886,-2,0,83
4.926,3,1,83
4.959,12,4,83
5.023,9,-4,83
5.06,-2,3,82
5.109,0,0,82
5.137,0,1,82
5.174,0,0,82
5.224,0,-2,82
5.268,0,1,83
5.313,0,1,83
5.335,0,-1,83
5.394,0,0,83
5.419,0,1,83
5.471,0,-1,83
5.494,0,0,83
5.549,0,1,83
5.575,0,0,83
5.644,0,-2,83
5.661,0,1,82
5.699,0,0,82
5.763,0,0,82
5.79,0,1,82
5.835,0,0,82
5.876,0,0,83
5.91,0,-1,83
5.942,0,0,83
5.992,0,1,83
6.051,0,0,83
6.074,0,-1,83
6.126,1,0,83
6.162,0,1,83
6.202,0,-1,83
6.244,0,1,83
6.296,0,0,83
6.31,0,-1,83
6.359,0,0,83
6.413,-1,1,83
6.434,0,0,83
6.488,0,-1,83
6.543,0,0,83
6.575,0,1,83
6.602,0,-1,83
6.652,0,1,83
6.693,0,-1,83
6.739,0,0,83
6.787,0,1,83
6.811,0,-1,83
6.891,0,0,83
6.891,0,0,83
6.949,0,0,83
6.976,0,0,83
7.029,0,0,83
7.055,0,0,83
7.106,0,0,83
7.137,0,1,83
7.176,0,-1,83
7.225,0,0,83
7.285,0,0,84
7.31,0,0,84
7.348,0,0,84
7.4,0,0,84
7.432,0,0,84
7.478,0,1,83
7.501,0,0,83
7.565,0,-1,83
7.595,0,1,83
7.65,0,0,83
7.675,0,-1,82
7.722,0,1,82
7.763,0,0,82
7.809,0,0,82
7.845,0,0,82
7.887,0,0,82
7.917,0,0,82
7.973,0,0,82
8.013,0,0,82
8.038,0,0,82
8.099,0,1,82
8.12,0,0,82
8.173,0,0,82
8.197,0,1,82
8.258,0,0,83
8.295,0,0,83
8.338,0,0,83
8.378,0,1,83
8.4,0,0,83
8.451,-1,0,82
8.488,0,-1,82
8.55,1,0,82
8.587,-1,1,82
8.61,1,-1,82
8.675,0,0,82
8.703,0,-1,82
8.767,0,0,82
8.792,0,1,82
8.825,0,0,82
8.863,1,0,82
8.898,0,0,82
8.938,0,0,82
8.992,0,1,82
9.027,2,0,82
9.062,-1,0,82
9.112,-1,0,82
9.152,0,0,82
9.196,3,0,82
9.236,4,5,82
9.309,0,-2,81
