time_s,dx,dy,alt_mm
0.021,0,0,81
0.08,0,-2,81
0.105,0,2,81
0.153,0,-2,81
0.201,0,1,81
0.223,1,2,82
0.28,-1,-3,82
0.304,0,0,82
0.364,0,2,82
0.387,0,-3,82
0.435,1,0,81
0.482,0,1,81
0.528,0,0,81
0.565,0,-2,81
0.604,0,2,81
0.649,0,-2,82
0.672,0,0,82
0.733,0,5,82
0.774,-1,-3,82
0.816,1,-2,82
0.864,0,4,82
0.887,0,-1,82
0.945,-1,-2,82
0.97,0,1,82
1.052,1,0,81
1.052,0,-2,81
1.111,0,5,81
1.122,-1,-4,81
1.182,0,-1,81
1.206,1,3,80
1.245,-1,-2,80
1.288,0,1,80
1.349,1,2,80
1.389,0,-4,80
1.411,0,1,81
1.46,0,3,81
1.499,0,-3,81
1.535,0,-1,81
1.585,0,1,81
1.631,0,0,82
1.664,0,-1,82
1.704,0,3,82
1.753,0,-3,82
1.798,0,1,82
1.823,-1,3,82
1.894,1,-4,82
1.913,0,3,82
1.957,0,0,82
2.003,0,-3,82
2.029,0,1,82
2.079,0,2,82
2.126,0,0,82
2.15,0,-3,82
2.196,-1,5,82
2.248,0,-3,82
2.272,1,-2,82
2.317,-1,3,82
2.368,0,0,82
2.415,0,0,82
2.467,0,2,82
2.489,0,-2,82
2.566,0,-1,82
2.566,0,3,82
2.613,0,-2,81
2.652,0,-1,81
2.708,0,2,81
2.747,0,-1,81
2.786,0,0,81
2.813,1,2,82
2.857,0,-2,82
2.911,0,1,82
2.96,-1,0,82
2.982,0,-2,82
3.019,0,1,81
3.053,0,0,81
3.091,0,0,81
3.158,1,0,81
3.182,0,2,81
3.232,0,-3,81
3.284,0,1,81
3.306,0,1,81
3.35,0,-1,81
3.386,0,-1,81
3.425,-1,1,81
3.472,0,1,81
3.536,1,-1,81
3.562,0,0,81
3.583,0,-1,81
3.631,0,1,82
3.687,-1,1,82
3.708,0,-2,82
3.756,1,1,82
3.818,0,1,82
3.842,-1,-1,82
3.881,0,0,82
3.934,0,2,82
3.957,0,-2,82
4.007,0,0,82
4.052,0,2,82
4.079,0,-3,82
4.134,1,-1,82
4.18,0,3,82
4.202,-1,-1,82
4.246,1,-3,83
4.307,0,3,83
4.331,0,0,83
4.389,-1,-1,83
4.433,1,3,82
4.472,0,-3,82
4.498,0,0,82
4.537,0,2,82
4.584,-1,-2,82
4.659,1,1,83
4.671,0,2,83
4.696,0,-3,83
4.751,0,0,83
4.776,0,3,83
4.815,0,-3,83
4.868,0,-1,83
4.908,0,1,83
4.942,0,0,83
4.987,0,0,83
5.037,0,1,82
5.064,0,-1,82
5.123,0,-2,82
5.169,0,4,82
5.193,0,0,82
5.226,1,0,82
5.276,0,-1,82
5.309,-1,-1,82
5.357,1,3,82
5.391,1,-1,82
5.44,0,-2,81
5.487,-1,0,81
5.513,2,2,81
5.569,0,-4,81
5.604,0,0,81
5.642,0,5,81
5.701,0,-4,81
5.725,0,-1,81
5.772,0,5,81
5.806,-1,-3,81
5.85,0,0,81
5.895,1,3,81
5.929,0,-4,81
5.977,-1,-1,81
6.011,0,3,81
6.047,0,0,82
6.093,0,-3,82
6.135,0,3,82
6.181,0,-1,82
6.226,0,2,81
6.261,0,0,81
6.298,1,-3,81
6.337,0,-2,81
6.371,4,1,81
6.421,-2,-4,81
6.456,-6,2,81
6.511,8,2,81
6.535,18,1,81
6.581,15,13,81
6.635,21,0,86
6.665,14,-1,86
6.704,7,7,86
6.739,1,2,86
6.798,-29,4,86
6.833,-18,-2,124
6.881,-1,4,124
6.904,-25,-4,124
6.956,0,-2,124
6.982,-3,0,124
7.031,11,3,157
7.082,5,13,157
7.116,2,12,157
7.151,0,0,157
7.203,-1,-6,157
7.248,-2,5,187
7.276,-20,-1,187
7.325,-9,4,187
7.366,-9,-2,187
7.406,-6,3,187
7.453,13,-11,183
7.48,-2,-1,183
7.526,43,0,183
7.582,17,-14,183
7.636,20,-1,183
7.665,26,1,141
7.687,3,2,141
7.746,-1,-7,141
7.773,0,1,141
7.814,0,10,141
7.873,-7,-23,109
7.895,-1,-21,109
7.931,1,3,109
7.993,4,13,109
8.015,4,10,90
8.095,-3,-8,90
8.095,-8,5,90
8.14,-16,4,90
8.174,-1,-3,90
8.227,5,-7,78
8.286,5,2,78
8.297,-12,-14,78
8.347,0,4,78
8.428,12,1,78
8.454,-4,0,82
8.465,-9,7,82
8.521,13,-3,82
8.572,6,10,82
8.584,17,7,82
8.636,6,19,101
8.671,2,22,101
8.716,-12,13,101
8.778,-3,3,101
8.791,6,17,101
8.847,-4,14,139
8.871,-3,1,139
8.928,-8,2,139
8.971,1,1,139
9.005,0,-2,139
9.038,0,0,167
9.095,-1,-4,167
9.12,-1,6,167
9.175,-6,-2,167
9.199,-3,2,167
9.252,1,0,160
9.309,4,-14,160
9.325,0,1,160
9.369,-4,0,160
9.402,-4,15,160
9.484,2,4,144
9.507,4,4,144
9.529,6,-3,144
9.589,-1,-14,144
9.623,-1,-2,115
9.658,-9,-2,115
9.699,-5,0,115
9.745,-7,-2,115
9.771,-1,0,115
9.839,0,0,102
9.861,5,2,102
9.911,8,4,102
9.939,-8,6,102
9.997,6,15,102
10.023,-6,37,87
10.069,-2,40,87
10.127,-17,1,87
10.152,-17,-13,87
10.202,-16,19,87
10.235,-3,0,84
10.283,1,-4,84
10.308,3,17,84
10.344,-10,0,84
10.391,-33,-9,84
10.428,-5,0,110
10.471,-32,-14,110
10.524,-9,8,110
10.573,-10,-2,110
10.606,1,-2,110
10.656,0,0,145
10.682,-1,1,145
10.721,8,0,145
10.779,1,0,145
10.823,8,-3,145
10.847,6,0,154
10.9,10,7,154
10.925,18,10,154
10.977,6,-4,154
11.029,-8,11,154
11.044,-1,14,129
11.093,7,4,129
11.128,8,0,129
11.175,4,8,129
11.211,9,-3,106
11.264,1,2,106
11.312,1,1,106
11.337,11,7,106
11.383,4,1,106
11.423,1,4,97
11.455,3,0,97
11.5,0,3,97
11.538,1,17,97
11.576,3,0,97
11.62,1,6,93
11.67,-1,7,93
11.726,2,23,93
11.748,2,12,93
11.799,5,3,93
11.822,7,12,107
11.861,0,-3,107
11.911,-13,1,107
11.958,0,-3,107
11.992,-8,2,107
12.05,-11,-6,125
12.087,0,3,125
12.109,2,3,125
12.156,1,-7,125
12.209,7,-18,125
12.23,2,-10,135
12.288,-16,-7,135
12.311,-26,-3,135
12.355,-6,2,135
12.41,-5,1,135
12.451,14,-5,134
12.484,-6,-3,134
12.53,-3,2,134
12.563,0,3,134
12.61,0,-1,134
12.655,0,1,136
12.683,0,1,136
12.741,0,0,136
12.763,0,-1,136
12.821,0,1,136
12.872,11,-1,135
12.893,11,3,135
12.932,5,4,135
12.987,10,-9,135
13.034,-2,2,126
13.068,25,-21,126
13.094,8,2,126
13.151,14,-2,126
13.201,14,5,126
13.244,13,2,116
13.279,1,0,116
13.314,15,-1,116
13.344,0,-4,116
13.385,12,2,116
13.422,8,-7,110
13.482,-3,7,110
13.499,9,4,110
13.56,19,31,110
13.598,17,3,110
13.634,5,4,121
13.671,0,3,121
13.71,-15,-1,121
13.766,-3,3,121
13.791,-14,-1,121
13.825,-3,2,140
13.884,0,1,140
13.931,1,1,140
13.963,0,-2,140
14.019,0,2,140
14.042,-7,0,144
14.085,-9,-1,144
14.131,1,0,144
14.159,-20,0,144
14.207,-6,0,144
14.259,-6,7,136
14.311,3,-6,136
14.333,-7,5,136
14.367,-14,1,136
14.403,2,1,136
14.441,0,-1,125
14.498,5,4,125
14.531,-4,2,125
14.581,0,-2,125
14.628,2,1,125
14.663,0,0,118
14.689,1,-1,118
14.75,0,-1,118
14.785,-3,1,118
14.827,-5,-2,119
14.857,-1,-4,119
14.908,-2,5,119
14.957,-14,-6,119
14.997,0,1,119
15.046,-12,4,126
15.069,-3,-1,126
15.107,6,0,126
15.159,-2,1,126
15.185,-2,1,126
15.22,0,-1,130
15.268,0,1,130
15.323,2,-1,130
15.348,3,1,130
15.397,0,1,130
15.441,1,1,127
15.473,11,0,127
15.509,2,-2,127
15.555,2,0,127
15.595,-1,2,127
15.64,0,4,123
15.677,1,0,123
15.731,-1,-3,123
15.778,2,-1,123
15.806,-2,0,123
15.857,-2,4,121
15.893,-2,0,121
15.936,-3,0,121
15.967,-1,-5,121
16.004,-17,-6,121
16.055,-4,2,123
16.089,-24,-3,123
16.13,-6,-5,123
16.187,16,4,123
16.219,13,2,123
16.256,-2,0,143
16.293,17,5,143
16.346,24,-4,143
16.383,32,-12,143
16.41,25,-2,143
16.471,21,-4,171
16.518,16,-3,171
16.53,20,-2,171
16.592,17,-1,171
16.63,-1,0,200
16.667,-10,1,200
16.703,-8,3,200
16.752,-4,-2,200
16.785,-7,0,200
16.831,-10,-1,205
16.889,-22,2,205
16.916,-22,2,205
16.953,-11,0,205
16.999,9,-2,205
17.022,4,-7,165
17.091,-12,-13,165
17.118,-65,8,165
17.154,-8,0,165
17.212,-1,-3,165
17.268,16,3,124
17.294,8,0,124
17.315,11,4,124
17.375,-9,-1,124
17.392,-3,-2,124
17.448,-22,-11,101
17.497,-22,10,101
17.524,-31,-2,101
17.592,0,0,101
17.62,14,7,101
17.647,6,0,109
17.681,-1,35,109
17.732,-14,6,109
17.791,19,-1,109
17.815,5,2,109
17.865,3,-2,146
17.889,7,0,146
17.936,-1,-1,146
17.971,0,-2,146
18.016,2,-1,146
18.05,1,5,169
18.112,8,0,169
18.135,-1,0,169
18.181,-1,-3,169
18.228,-13,4,177
18.263,-1,1,177
18.31,-10,9,177
18.336,-15,0,177
18.394,15,4,177
18.429,-5,-1,164
18.467,5,31,164
18.529,-7,0,164
18.545,-10,0,164
18.592,1,0,164
18.663,-6,2,147
18.69,0,-2,147
18.715,-10,4,147
18.758,-10,-3,147
18.813,-9,-1,147
18.84,-15,-7,150
18.885,-3,3,150
18.91,43,-39,150
18.95,36,-19,150
19.02,25,2,150
19.066,16,-5,170
19.094,25,-9,170
19.117,22,-7,170
19.174,27,-7,170
19.196,22,0,170
19.243,6,-1,205
19.298,9,-5,205
19.329,-2,-2,205
19.373,4,0,205
19.448,-3,0,205
19.472,-8,-13,222
19.483,-13,6,222
19.543,-12,4,222
19.564,-36,1,222
19.618,-37,5,222
19.675,-40,11,197
19.698,-29,2,197
19.747,-41,5,197
19.78,-19,0,197
19.823,-27,2,197
19.857,-14,1,156
19.907,-31,2,156
19.943,-24,0,156
20.01,-19,3,156
20.033,-17,1,138
20.061,-8,-1,138
20.127,-11,0,138
20.139,5,2,138
20.186,4,0,138
20.24,20,-4,147
20.279,3,1,147
20.328,4,3,147
20.355,-17,16,147
20.393,-2,3,147
20.442,18,-7,166
20.471,0,-1,166
20.529,3,-3,166
20.557,14,-4,166
20.598,3,4,166
20.634,9,3,187
20.69,3,-1,187
20.712,1,-2,187
20.751,0,4,187
