time_s,dx,dy,alt_mm
0.048,1,1,88
0.071,0,0,88
0.131,0,0,88
0.157,0,0,88
0.221,0,0,87
0.243,0,0,87
0.293,0,-1,87
0.316,0,2,87
0.367,1,-2,87
0.402,-1,0,86
0.448,0,0,86
0.498,-1,1,86
0.522,1,-1,86
0.577,-1,0,87
0.613,1,0,87
0.65,0,2,87
0.707,0,1,87
0.728,0,-2,87
0.777,0,0,87
0.834,0,0,87
0.86,1,1,87
0.896,-1,-1,87
0.942,0,0,87
0.989,0,0,87
1.016,0,0,87
1.07,0,2,87
1.104,0,-3,87
1.15,0,1,87
1.185,0,1,86
1.232,0,-1,86
1.259,0,0,86
1.32,0,-1,86
1.361,0,0,86
1.385,0,2,88
1.444,0,-1,88
1.469,0,0,88
1.517,0,0,88
1.567,0,0,88
