time_s,dx,dy,alt_mm
0.018,0,0,17
0.06,1,0,17
0.143,0,0,17
0.196,0,0,18
0.228,0,0,18
0.259,0,0,18
0.311,0,0,18
0.332,0,0,18
0.383,0,0,18
0.415,0,0,18
0.468,0,0,18
0.51,0,0,18
0.542,0,0,18
0.574,0,0,17
0.625,0,0,17
0.656,0,0,17
0.707,0,0,17
0.739,0,0,17
0.78,0,0,18
0.811,0,0,18
0.863,0,0,18
0.915,0,0,18
0.935,0,0,18
1.007,0,0,18
1.017,0,0,18
1.069,0,0,18
1.1,0,0,18
1.132,0,0,18
1.225,0,0,17
1.225,0,0,17
1.256,0,0,17
1.309,0,0,17
1.361,0,0,17
1.445,0,0,18
1.494,0,0,18
1.546,0,0,18
1.682,0,0,18
1.744,0,0,18
1.796,0,0,18
1.817,0,0,18
1.858,0,0,17
1.9,0,0,17
1.973,0,0,17
2.004,0,0,17
2.099,0,0,19
2.099,0,0,19
2.14,0,0,19
2.193,0,0,19
2.213,0,0,19
2.255,0,0,17
2.286,-1,0,17
2.328,1,-1,17
2.379,0,0,17
2.411,0,0,17
2.462,0,1,17
2.494,0,0,17
2.545,-1,0,17
2.576,0,0,17
2.618,2,-1,17
2.651,-1,1,18
2.713,-1,0,18
2.744,0,0,18
2.775,0,0,18
2.827,-3,0,18
2.952,5,-1,18
2.952,1,-17,18
2.952,-17,-27,18
2.983,-14,-33,18
3.014,-12,-36,18
3.067,-6,-36,19
3.099,-2,-38,19
3.15,1,-33,19
3.191,4,-35,19
3.222,9,-40,19
3.273,11,-34,18
3.294,15,-36,18
3.335,17,-29,18
3.388,17,-24,18
3.42,16,-16,18
3.503,10,-6,19
3.534,30,-10,19
3.566,12,0,19
3.587,17,3,19
3.629,13,7,19
3.67,14,13,18
3.702,12,17,18
3.743,8,18,18
3.785,8,23,18
3.827,7,24,18
3.88,7,33,18
3.911,3,24,18
3.962,1,22,18
3.994,0,19,18
4.035,-5,24,18
4.117,-4,11,18
4.128,-17,33,18
4.159,-17,23,18
4.213,-10,11,18
4.245,-24,28,18
4.359,-21,19,17
4.39,-23,14,17
4.39,-24,7,17
4.411,-19,2,17
4.442,-24,-4,17
4.494,-21,-13,18
4.535,-19,-21,18
4.587,-15,-25,18
4.618,-14,-29,18
4.669,-11,-28,18
4.722,-6,-17,19
4.732,-10,-55,19
4.774,-3,-35,19
4.814,2,-28,19
4.866,9,-30,19
4.898,15,-33,18
4.952,18,-31,18
5.004,19,-28,18
5.025,20,-16,18
5.078,26,-8,18
5.13,30,1,18
5.151,30,9,18
5.195,22,11,18
5.226,26,26,18
5.288,25,32,19
5.32,9,11,19
5.351,0,0,19
5.407,1,-1,19
5.428,-1,0,19
5.481,-1,0,18
5.522,2,0,18
5.553,1,0,18
5.606,-3,0,18
5.637,-1,-1,18
5.711,-1,1,18
5.742,0,0,18
5.773,1,1,18
5.824,3,0,18
5.855,-1,0,18
5.887,2,0,18
5.928,1,-1,18
5.97,-2,-2,18
6.012,-30,10,18
6.066,-23,-17,18
6.117,-42,-59,18
6.149,-18,-45,18
6.169,-10,-44,18
6.222,-7,-45,18
6.274,-5,-45,18
6.326,-1,-37,18
6.339,0,-39,18
6.38,7,-37,18
6.432,11,-36,18
6.452,15,-37,18
6.514,14,-27,18
6.535,23,-28,18
6.597,20,-13,18
6.618,36,-12,18
6.67,40,-5,18
6.711,44,-3,19
6.752,37,0,19
6.784,45,8,19
6.836,36,13,19
6.888,41,23,19
6.95,35,33,18
6.981,24,37,18
7.012,21,47,18
7.043,13,49,18
7.157,-3,139,19
7.178,-14,45,19
7.208,-30,52,19
7.26,-30,36,19
7.313,-37,44,19
7.344,-43,48,19
7.407,-89,67,19
7.449,-51,14,19
7.574,-86,-6,18
7.574,-48,-21,18
7.626,-34,-27,18
7.656,-38,-39,18
7.707,-29,-38,18
7.738,-26,-51,17
7.78,-25,-54,17
7.843,-19,-55,17
7.864,-10,-43,17
7.895,-3,-39,17
7.977,1,-43,19
7.997,8,-37,19
8.028,14,-31,19
8.07,15,-23,19
8.121,23,-27,19
8.163,28,-24,18
8.215,63,-42,18
8.257,36,-17,18
8.289,32,-10,18
8.341,38,-5,19
8.373,39,3,19
8.425,32,11,19
8.456,33,21,19
8.498,24,24,19
8.54,23,39,18
8.592,15,49,18
8.643,7,54,18
8.674,2,46,18
8.695,-3,47,18
8.747,-12,53,18
8.778,-23,50,18
8.82,-29,46,18
8.861,-28,38,18
8.913,-34,50,18
8.944,-39,49,18
8.996,-40,37,18
9.017,-52,32,18
9.069,-55,17,18
9.09,-42,2,18
9.142,-43,-15,18
9.183,-36,-33,18
9.214,-20,-39,18
9.266,-20,-52,18
9.297,-13,-57,18
9.441,-7,-58,18
9.473,0,-51,18
9.473,10,-43,18
9.473,14,-32,18
9.494,18,-34,18
9.567,26,-33,18
9.588,34,-30,18
9.64,42,-23,18
9.681,46,-20,18
9.711,40,-11,18
9.794,49,-8,18
9.816,48,2,18
10.208,182,351,19
10.573,-500,316,19
10.689,-136,-166,19
10.763,-41,-135,19
10.846,-4,-141,19
10.93,26,-104,19
10.993,53,-86,18
11.148,175,-124,18
11.232,71,-12,18
11.306,57,25,18
11.453,60,117,18
11.474,7,50,18
11.568,-7,142,18
11.599,-20,92,18
11.652,-24,80,18
11.683,-37,99,18
11.717,-43,96,18
11.791,-81,163,18
11.853,-42,65,19
11.874,-30,40,19
11.915,-24,39,19
11.978,-14,23,19
12.0,-9,1,19
12.083,-15,-36,18
12.083,-9,-85,18
12.115,-9,-104,18
12.166,-20,-152,18
12.198,-22,-145,18
12.23,-15,-188,18
12.292,-10,-179,18
12.322,-9,-158,18
12.374,-5,-93,18
12.405,0,-36,18
12.436,1,0,17
12.519,0,1,17
12.56,1,1,17
12.592,-1,1,17
12.676,16,1,18
12.707,8,103,18
12.728,10,141,18
12.759,9,156,18
12.812,3,135,18
12.833,2,137,17
12.874,0,164,17
12.916,-2,104,17
12.957,0,1,17
12.999,-1,0,17
13.054,0,0,18
13.085,0,0,18
13.137,0,0,18
13.158,0,0,18
13.208,1,-1,18
13.261,23,-34,17
13.282,3,-169,17
13.334,-2,-165,17
13.366,0,-133,17
13.418,4,-150,17
13.47,1,-111,18
13.5,1,-110,18
13.532,2,-69,18
13.573,4,-25,18
13.604,3,2,18
13.646,4,40,18
13.688,4,75,18
13.743,4,104,18
13.764,4,99,18
13.795,5,132,18
13.847,4,169,18
13.899,2,153,18
13.93,-2,157,18
13.982,-5,121,18
14.015,1,62,18
14.067,0,1,19
14.088,0,0,19
14.171,0,0,19
14.171,0,0,19
14.222,0,0,19
14.274,0,0,19
14.305,0,-1,19
14.347,2,2,19
14.368,1,-81,19
14.421,1,-127,19
14.452,-1,-152,18
14.514,-12,-143,18
14.546,-12,-133,18
14.598,-12,-99,18
14.65,-15,-99,18
14.67,-10,-59,17
14.701,-5,-30,17
14.753,2,8,17
14.775,9,53,17
14.818,9,89,17
14.896,6,90,18
14.896,6,127,18
