time_s,dx,dy,alt_mm
0.011,0,-1,83
0.045,0,1,83
0.089,0,-1,83
0.128,0,0,83
0.167,0,1,83
0.203,0,0,83
0.252,3,-1,83
0.29,-2,0,83
0.35,1,2,83
0.367,0,-1,83
0.415,0,0,83
0.469,-1,-1,83
0.515,0,-1,83
0.549,0,0,83
0.585,0,2,83
0.618,1,-1,83
0.674,-1,1,83
0.697,1,0,83
0.752,1,-1,83
0.799,-1,0,83
0.832,1,0,83
0.876,-1,-1,83
0.918,0,1,82
0.941,0,1,82
0.984,0,-1,82
1.041,0,1,82
1.065,-1,0,82
1.113,1,0,82
1.148,0,-1,82
1.197,2,-2,82
1.255,0,2,82
1.267,-1,0,82
1.311,-1,0,82
1.374,0,0,82
1.396,1,0,82
1.44,-2,0,82
1.495,0,0,82
1.527,1,0,83
1.559,0,1,83
1.626,1,-2,83
1.647,0,1,83
1.714,-2,1,83
1.734,0,-2,83
1.771,0,2,83
1.816,0,0,83
1.852,2,-1,83
1.889,0,1,83
1.943,-1,-1,83
1.967,0,0,83
2.015,0,0,83
2.069,0,0,83
2.095,0,-1,82
2.144,0,1,82
2.181,-1,1,82
2.215,1,-1,82
2.274,-1,0,82
2.319,1,2,83
2.351,1,-2,83
2.376,0,0,83
2.433,-1,1,83
2.475,0,-2,83
2.5,0,2,82
2.553,-1,-1,82
2.594,0,0,82
2.643,0,1,82
2.664,0,0,82
2.713,1,-1,83
2.75,0,1,83
2.806,0,-1,83
2.847,2,-2,83
2.897,-1,2,83
2.921,0,-2,83
2.973,-1,2,83
2.999,2,2,83
3.047,-1,-1,83
3.083,-1,-2,83
3.121,0,2,83
3.154,-1,0,83
3.205,0,-1,83
3.249,0,0,83
3.282,2,0,82
3.327,-1,0,82
3.364,-1,1,82
3.413,2,-1,82
3.471,-2,-1,82
3.493,0,1,82
3.548,0,-1,82
3.57,1,0,82
3.609,-1,1,82
3.653,0,0,82
3.687,0,-1,83
3.747,0,0,83
3.78,1,0,83
3.819,-1,1,83
3.853,0,0,83
3.891,0,-1,83
3.946,0,1,83
3.979,0,0,83
4.024,0,0,83
4.078,0,-1,83
4.099,0,1,83
4.162,1,1,83
4.183,0,0,83
4.217,0,0,83
4.26,0,-2,83
4.312,1,1,83
4.345,-2,1,83
4.4,0,-1,83
4.437,2,0,83
4.483,-1,0,83
4.516,0,1,84
4.561,0,-2,84
4.595,-1,2,84
4.644,1,-1,84
4.669,0,-1,84
4.714,-1,2,84
4.772,0,-1,84
4.797,0,-1,84
4.834,0,1,84
4.888,1,0,84
4.938,0,0,84
4.961,0,1,84
5.006,-1,-1,84
5.055,2,-1,84
5.079,-2,2,84
5.123,1,-1,84
5.179,0,-1,84
5.227,0,1,84
5.276,-1,1,84
5.309,0,-1,83
5.332,0,1,83
5.396,0,0,83
5.417,0,-1,83
5.451,0,0,83
5.491,1,1,84
5.561,0,-1,84
5.586,0,1,84
5.632,-1,0,84
5.655,2,-2,84
5.693,-2,1,83
