time_s,dx,dy,alt_mm
0.018,-14,19,301
0.054,-7,26,377
0.106,-6,15,377
0.148,17,-78,377
0.19,1,2,377
0.223,9,-3,377
0.275,2,13,371
0.295,1,6,371
0.348,-1,0,371
0.379,-4,-11,371
0.431,-4,-3,371
0.463,2,-4,356
0.494,15,-45,356
0.537,28,-29,356
0.589,29,-57,356
0.61,6,-60,356
0.673,-12,-5,280
0.693,-20,-5,280
0.734,-26,-97,280
0.776,-15,-70,280
0.817,-3,21,280
0.89,-6,107,242
0.901,30,196,242
0.943,24,16,242
0.976,20,-11,242
1.017,23,-29,242
1.07,3,-5,233
1.091,-19,6,233
1.142,-4,-24,233
1.195,-7,-9,233
1.226,-11,5,233
1.262,-8,13,227
1.294,-22,2,227
1.336,1,-11,227
1.389,-10,37,227
1.419,-8,5,227
1.483,-4,4,229
1.493,-2,12,229
1.546,7,-5,229
1.576,-1,33,229
1.619,-6,8,229
1.67,15,33,234
1.702,-16,133,234
1.753,-13,23,234
1.835,4,-8,234
1.856,1,17,234
1.888,0,11,241
1.919,-3,11,241
1.95,-1,4,241
1.996,2,2,241
2.038,15,-10,241
2.079,22,-16,243
2.112,23,-179,243
2.164,1,-57,243
2.195,-60,122,243
2.248,-36,31,243
2.303,-1,7,241
2.324,0,-5,241
2.355,7,-38,241
2.397,-22,-1,241
2.439,8,3,241
2.491,-4,5,243
2.523,1,-2,243
2.576,-3,10,243
2.597,-5,-3,243
2.649,18,-13,243
2.681,3,-15,247
2.723,1,-2,247
2.806,-3,-22,247
2.806,-20,-11,247
2.87,15,-90,247
2.892,-5,64,249
2.945,3,208,249
2.976,-1,137,249
3.017,155,481,249
3.058,94,263,249
3.101,134,301,254
3.146,16,-1,254
3.178,-9,-89,254
3.24,-3,3,254
3.271,-1,4,254
3.324,1,-12,255
3.345,3,-19,255
3.379,1,-17,255
3.421,-1,-6,255
3.463,-3,-5,255
3.504,-2,-1,256
3.546,-1,6,256
3.598,0,6,256
3.63,0,7,256
3.673,-1,12,256
3.746,-1,4,259
3.778,-3,8,259
3.798,-3,12,259
3.83,-4,18,259
3.871,0,21,258
3.934,1,25,258
3.955,-2,43,258
4.01,-4,28,258
4.041,-7,4,258
4.073,-4,-1,257
4.115,2,0,257
4.158,2,-2,257
4.211,3,9,257
4.232,2,10,257
