time_s,dx,dy,alt_mm
0.02,2,-2,78
0.076,-1,0,78
0.103,2,0,78
0.153,1,-1,76
0.189,-2,1,76
0.224,0,2,76
0.28,-1,-2,76
0.335,2,-1,80
0.358,1,0,80
0.394,2,-1,80
0.455,-3,0,80
0.478,1,1,80
0.533,0,0,83
0.555,0,-1,83
0.592,0,2,83
0.637,0,-1,83
0.684,0,-1,83
0.733,-1,2,84
0.756,3,-1,84
0.803,-4,1,84
0.85,4,-1,84
0.883,0,-2,84
0.928,-2,1,81
0.986,0,2,81
0.997,1,-2,81
1.037,-2,1,81
1.104,-2,2,81
1.121,3,-2,81
1.177,-1,1,81
1.218,-1,0,81
1.254,0,0,81
1.306,3,-1,81
1.338,-4,2,80
1.369,3,-2,80
1.43,0,1,80
1.466,-2,1,80
1.499,3,-2,80
1.554,1,0,79
1.599,-2,0,79
1.628,0,1,79
1.687,2,-1,79
1.717,-2,1,79
1.751,-4,1,79
1.774,2,-1,79
1.823,0,0,79
1.87,0,0,79
1.921,1,-1,79
1.954,-1,1,80
2.003,1,-1,80
2.036,0,1,80
2.082,-1,0,80
2.109,1,0,80
2.153,-1,0,80
2.197,1,0,80
2.246,1,0,80
2.293,0,0,80
2.318,-1,-1,79
2.377,1,1,79
2.41,2,-2,79
2.447,-5,3,79
2.493,3,-2,79
2.539,0,0,85
2.57,0,0,85
2.604,-3,1,85
2.652,2,0,85
2.676,0,0,85
2.738,0,-1,83
2.794,2,0,83
2.818,-2,1,83
2.845,1,-1,83
2.906,1,0,83
2.951,1,-1,84
2.963,-3,1,84
3.023,0,0,84
3.055,2,0,84
3.104,-1,-1,84
3.133,0,1,82
3.178,-3,1,82
3.224,3,0,82
3.259,1,-1,82
3.312,-1,0,82
3.348,2,0,80
3.38,-3,1,80
3.431,1,-1,80
3.476,-2,1,80
3.515,0,1,80
3.54,1,-2,80
3.602,0,0,80
3.624,1,0,80
3.68,0,0,80
3.706,0,0,79
3.765,-1,1,79
3.789,-1,0,79
3.832,1,0,79
3.878,0,0,79
3.91,0,-1,80
3.967,0,1,80
3.987,2,-1,80
4.045,-1,0,80
4.068,0,0,80
4.146,-1,2,79
4.179,-1,0,79
4.201,4,-2,79
4.252,0,-1,79
4.286,-1,1,79
4.324,-1,1,78
4.382,1,0,78
4.418,-1,0,78
4.46,2,-1,78
4.494,-1,0,78
4.542,0,2,80
4.566,-2,0,80
4.612,1,1,80
4.65,-1,1,80
4.695,1,-1,80
4.747,-2,0,78
4.78,0,0,78
4.83,5,-2,78
4.869,0,-2,78
4.897,-3,0,78
4.945,3,0,78
4.994,2,0,78
5.037,-7,5,78
5.054,-4,5,78
5.105,-9,5,78
5.14,-1,1,78
5.185,1,0,78
5.225,-2,-2,78
5.268,-1,1,78
5.322,0,1,78
5.343,0,-1,74
5.397,1,0,74
5.434,-1,0,74
5.47,0,1,74
5.531,1,-2,76
5.553,0,0,76
5.612,-1,1,76
5.635,1,-2,76
5.673,-1,1,76
5.719,-2,3,76
5.766,2,-1,76
5.805,0,-1,76
5.836,0,1,76
5.887,0,-1,76
5.925,0,0,78
5.98,0,1,78
6.002,0,0,78
6.054,-1,0,78
6.092,-1,0,78
6.135,2,-2,80
6.171,-2,3,80
6.221,1,-2,80
6.247,0,2,80
6.306,-1,0,80
6.336,1,0,76
6.383,4,-3,76
6.411,4,-1,76
6.461,1,0,76
6.498,0,0,76
6.537,2,-1,78
6.583,-2,-1,78
6.624,0,2,78
6.689,1,0,78
6.716,8,-3,78
6.74,1,0,79
6.789,0,0,79
6.816,1,-2,79
6.863,-2,1,79
6.922,3,0,79
6.955,-3,0,79
6.998,0,1,79
