time_s,dx,dy,alt_mm
0.022,-2,-4,82
0.081,2,4,82
0.105,0,-1,82
0.165,-3,-3,82
0.19,-2,0,82
0.224,13,0,82
0.264,5,-2,82
0.305,-1,0,82
0.354,0,0,82
0.387,0,0,82
0.434,-1,0,82
0.479,0,0,82
0.511,2,-1,82
0.569,0,0,82
0.597,-1,2,82
0.638,-1,-2,82
0.675,3,-1,82
0.719,-3,0,82
0.774,-1,1,82
0.812,1,0,82
0.855,1,1,82
0.877,-1,0,82
0.935,1,-2,82
0.978,0,3,82
1.001,0,0,82
1.067,1,-3,83
1.088,0,2,83
1.144,1,1,83
1.168,-1,-1,83
1.216,-2,-2,83
1.273,2,2,83
1.295,-1,-1,83
1.348,0,0,83
1.38,-1,-1,83
1.406,0,1,83
1.469,1,2,82
1.492,0,-1,82
1.551,0,0,82
1.585,0,1,82
1.641,0,-2,82
1.663,-1,-1,81
1.719,1,2,81
1.744,-1,-1,81
1.782,1,2,81
1.838,0,0,81
1.874,-1,-1,81
1.932,-1,0,81
1.955,1,0,81
2.01,-1,0,81
2.065,0,0,81
2.076,0,0,81
2.112,0,0,81
2.148,1,1,81
2.194,-1,0,81
2.238,0,0,81
2.275,0,-2,81
2.323,1,1,81
2.387,-2,-1,81
2.408,1,0,81
2.459,0,0,82
2.482,1,0,82
2.533,1,2,82
2.57,0,-2,82
2.606,-1,0,82
2.65,2,0,82
2.705,-2,0,82
2.727,1,0,82
2.786,0,0,82
2.809,0,0,82
2.862,0,1,82
2.905,0,-2,82
2.949,0,0,82
2.974,1,1,82
3.029,-2,0,82
3.05,-1,0,82
3.104,-2,-4,82
3.16,-5,-2,82
3.182,-10,3,82
3.231,18,2,82
3.268,8,2,84
3.315,11,-2,84
3.371,10,-6,84
3.399,5,0,84
3.431,16,8,84
3.487,-7,0,107
3.527,1,-3,107
3.55,24,-6,107
3.605,17,-5,107
3.642,13,-6,137
3.678,0,-1,137
3.713,3,2,137
3.76,0,5,137
3.811,-1,-2,137
3.833,0,-3,158
3.894,0,-1,158
3.918,-1,1,158
3.951,-5,-1,158
4.006,-6,7,158
4.043,-5,1,160
4.078,3,0,160
4.133,12,7,160
4.16,1,-1,160
4.222,21,3,160
4.245,-4,0,142
4.292,-5,-8,142
4.33,19,-26,142
4.376,11,6,142
4.412,-4,-7,142
4.45,-23,9,125
4.499,-14,-6,125
4.536,0,0,125
4.583,-10,4,125
4.615,-9,2,125
4.652,-5,-6,111
4.7,-10,-2,111
4.753,-15,5,111
4.775,-24,-2,111
4.839,-20,-3,111
4.879,-14,-7,114
4.933,-15,-4,114
4.968,5,-1,114
4.994,10,8,114
5.039,-1,0,114
5.08,0,3,139
5.106,2,-3,139
5.158,-3,-1,139
5.183,-17,-5,139
5.227,-3,-1,139
5.277,0,0,150
5.307,0,1,150
5.344,-2,2,150
5.395,-10,1,150
5.43,-6,0,151
5.487,-3,-2,151
5.543,-11,0,151
5.554,0,-3,151
5.621,-25,-2,151
5.644,-2,0,141
5.694,-3,0,141
5.722,1,0,141
5.757,-25,-4,141
5.805,0,-1,141
5.842,-13,-3,127
5.901,-5,-2,127
5.919,-10,4,127
5.967,-6,0,127
6.028,-9,0,127
