time_s,dx,dy,alt_mm
0.059,0,0,81
0.112,0,-1,81
0.137,0,1,81
0.16,0,0,81
0.197,0,1,81
0.243,0,0,81
0.291,0,-1,82
0.353,0,0,82
0.378,3,1,82
0.411,7,2,82
0.46,0,-1,82
0.511,3,0,82
0.537,-3,0,82
0.565,-2,0,82
0.623,3,0,82
0.67,1,0,82
0.694,-3,0,81
0.75,4,0,81
0.776,-2,0,81
0.824,0,0,81
0.856,1,0,81
0.903,-2,0,82
0.938,-1,0,82
0.983,3,0,82
1.035,-2,0,82
1.087,2,0,81
1.12,-1,0,81
1.141,-1,0,81
1.201,-1,0,81
1.229,3,0,81
1.27,0,0,81
1.304,-2,-1,81
1.361,0,1,81
1.407,0,0,81
1.433,0,1,81
1.485,3,0,82
1.509,-2,-1,82
1.56,0,-1,82
1.593,2,1,82
1.637,-3,0,82
1.686,-1,1,82
1.718,1,-1,82
1.762,-1,0,82
1.816,1,0,82
1.841,1,0,82
1.891,0,0,82
1.925,-1,1,82
1.975,2,0,82
1.997,-3,-1,82
2.043,0,0,82
2.079,2,1,82
2.139,0,-1,82
2.166,-2,0,82
2.23,3,1,82
2.251,-3,-2,82
2.285,-1,1,82
2.347,4,0,82
2.369,-1,0,82
2.414,-1,0,82
2.462,2,1,82
2.498,-2,-1,81
2.547,-1,1,81
2.58,3,0,81
2.628,-1,0,81
2.664,1,0,81
2.704,-2,-2,82
2.741,-1,0,82
2.791,1,2,82
2.843,3,-1,82
2.866,-1,0,82
2.92,0,-1,82
2.942,0,1,82
2.993,-3,0,82
3.046,0,0,82
3.077,4,1,82
3.112,-2,-1,82
3.149,0,-2,82
3.205,-1,3,82
3.233,1,-2,82
3.31,-1,2,82
3.34,1,-1,82
3.354,-1,-2,82
3.409,-1,0,82
3.431,3,3,82
3.485,-1,-1,82
3.521,-1,0,82
3.574,4,0,82
3.596,-4,-1,82
3.65,2,0,82
3.687,-2,2,82
3.737,0,-1,82
3.762,1,1,82
3.815,1,-1,82
3.839,-1,1,82
3.899,-2,-1,82
3.943,4,0,82
3.976,-3,0,82
4.022,0,0,82
4.056,3,0,82
4.104,0,0,82
4.136,-3,-1,82
4.181,3,2,82
4.219,-1,-2,82
4.268,-2,0,82
4.305,3,0,82
4.334,-1,0,82
4.394,-3,0,82
4.419,3,0,82
4.46,-2,0,82
4.52,1,0,82
4.569,0,0,82
4.597,1,0,82
4.633,-1,1,82
4.686,2,2,82
4.72,-1,-3,82
4.777,-4,1,82
4.834,0,-1,82
4.834,2,2,82
4.885,0,-1,82
4.913,4,0,82
4.948,-3,0,82
5.01,-2,0,82
5.042,4,0,82
5.089,-1,0,83
5.124,-2,2,83
5.174,1,-1,83
5.195,1,0,83
5.259,0,0,83
5.278,-1,0,83
5.325,-1,0,83
5.36,-2,0,83
5.43,3,0,83
5.484,-2,0,83
5.498,-1,0,82
5.547,2,0,82
5.571,2,1,82
5.619,-1,-1,82
5.645,0,0,82
5.697,-1,0,81
5.747,0,0,81
5.773,3,1,81
5.805,-4,0,81
5.877,-1,-1,81
5.898,2,0,82
5.945,0,0,82
5.976,0,0,82
6.037,0,-1,82
6.059,0,0,82
6.101,0,3,82
6.149,-1,-3,82
6.193,2,0,82
6.216,-1,0,82
6.277,5,0,82
6.301,-5,0,82
6.343,-1,0,82
6.393,4,1,82
6.447,-2,0,82
6.466,0,1,82
6.535,2,-1,82
6.549,-3,-1,82
6.606,0,-1,82
6.631,1,0,82
6.683,0,0,83
6.728,0,0,83
6.764,0,0,83
6.818,0,-1,83
6.842,0,0,83
6.88,1,0,83
6.939,-2,0,83
6.963,2,2,83
7.015,-2,-2,83
7.038,0,0,83
7.096,-1,0,82
7.146,2,0,82
7.175,1,0,82
7.205,-2,0,82
7.251,2,0,82
7.303,-1,0,81
7.325,1,0,81
7.386,0,0,81
7.414,-1,0,81
7.471,0,0,81
7.517,0,0,81
7.528,0,0,81
7.573,0,0,81
7.611,0,0,81
7.678,-1,0,81
7.701,-1,0,81
7.763,1,0,81
7.785,-2,0,81
7.818,1,0,81
7.871,-2,0,81
7.904,-2,0,81
7.963,1,2,81
7.993,3,-2,81
8.05,-1,0,81
8.072,0,0,82
8.126,0,0,82
8.153,0,0,82
8.21,1,0,82
8.241,2,0,82
8.278,-2,0,82
8.324,0,0,82
8.363,2,0,82
8.409,0,0,82
8.435,0,0,82
8.492,0,0,82
8.525,-1,0,82
8.57,0,-1,82
8.603,2,0,82
8.636,-1,0,82
8.687,1,0,82
8.743,-1,0,82
8.768,0,0,82
8.804,0,0,82
8.849,0,0,82
8.901,0,0,82
8.923,-1,0,82
8.986,0,0,82
9.009,0,0,82
9.074,1,0,82
9.096,0,1,82
9.141,-1,-1,82
9.173,2,0,82
9.215,-2,0,82
9.261,0,0,82
9.307,1,0,82
9.333,1,1,82
9.384,-1,0,82
9.419,-2,0,82
9.46,2,0,82
9.508,0,-1,83
9.536,0,0,83
9.585,0,0,83
9.638,0,0,83
9.661,-2,-1,83
9.704,2,1,83
9.749,0,0,83
9.788,1,0,83
9.882,1,1,83
9.905,-3,0,83
9.933,0,-2,83
9.958,3,1,83
10.002,-4,2,83
10.051,2,0,83
10.075,1,0,82
10.109,-3,2,82
10.18,-1,-2,82
10.211,4,2,82
10.261,-4,-2,82
10.287,0,1,82
10.34,3,0,82
10.365,-1,2,82
10.417,-2,-3,82
10.446,5,0,82
10.486,-4,-1,82
10.526,-1,3,82
10.579,3,2,82
10.605,-2,-2,82
10.659,3,0,82
10.698,0,2,82
10.737,-1,0,82
10.787,-3,-2,82
10.808,5,2,82
10.855,-3,-1,82
10.905,-2,-2,81
10.934,6,1,81
10.981,-4,-1,81
11.04,-2,0,81
11.063,4,1,81
11.102,-1,-2,81
11.137,-1,2,81
11.177,2,-1,81
11.225,1,2,81
11.269,-4,-4,81
11.304,0,1,81
11.366,1,-1,81
11.398,2,5,81
11.445,-1,-2,81
11.459,1,-2,81
11.501,0,2,83
11.546,-1,-1,83
11.604,-3,-1,83
11.637,0,0,83
11.688,1,1,82
11.722,-1,0,82
11.769,1,-1,82
11.793,2,1,82
11.83,-3,1,82
11.882,1,-2,81
11.93,2,0,81
11.959,-1,2,81
11.998,-2,2,81
12.054,2,0,81
12.124,-1,-1,82
12.124,-1,0,82
12.175,3,1,82
12.2,-1,-1,82
12.24,0,0,82
12.301,3,-1,82
12.325,-3,-2,82
12.368,-3,1,82
12.416,7,1,82
12.464,-4,-1,82
12.488,-6,0,82
12.544,7,0,82
12.573,-12,-4,82
12.62,0,1,82
12.659,1,2,82
12.698,0,1,81
12.73,0,0,81
12.785,0,1,81
12.834,0,0,81
12.875,1,0,81
12.92,1,0,80
12.967,0,0,80
13.0,0,0,80
13.03,-1,-1,80
13.063,-1,-1,80
13.113,0,1,81
13.152,0,0,81
13.192,-1,0,81
13.233,-1,-2,81
13.261,2,3,81
13.324,0,-2,82
13.374,1,-1,82
13.385,0,2,82
13.435,0,0,82
13.482,0,-1,82
13.531,0,0,82
13.563,0,1,82
13.615,0,1,82
13.637,9,2,82
13.679,0,2,83
13.724,0,-1,83
13.783,0,-1,83
13.805,0,2,83
13.843,-2,-1,83
13.899,2,1,83
13.936,0,0,83
13.987,-1,0,83
14.014,0,0,83
14.064,-1,-1,83
14.086,1,0,82
14.132,1,-1,82
14.188,0,1,82
14.215,0,-1,82
14.25,2,0,82
14.309,2,-3,82
14.343,-2,-2,82
14.384,1,2,82
14.42,0,-1,82
14.471,1,0,82
14.506,0,2,83
14.544,-2,-1,83
14.589,-5,-1,83
14.639,4,4,83
14.663,-2,-1,83
14.715,2,2,83
14.738,-1,-1,83
14.799,-2,1,83
14.841,0,0,83
14.866,-1,-2,83
14.928,1,0,83
14.96,-1,-1,83
14.989,0,1,83
15.035,-1,-1,83
15.064,1,0,83
15.125,1,1,83
15.167,-1,-2,83
15.198,1,2,83
15.238,2,1,83
15.287,-1,-1,83
15.328,0,1,83
15.361,3,1,83
15.419,-3,0,83
15.442,3,1,83
15.493,0,0,83
15.533,-1,0,83
15.57,1,-1,83
15.598,-2,0,83
15.643,-2,-1,83
15.679,0,1,84
15.738,3,1,84
15.771,-1,-1,84
15.818,-2,1,84
15.854,3,0,84
15.888,-3,0,82
15.923,2,0,82
15.983,2,1,82
16.006,0,-1,82
16.078,2,0,82
16.132,1,0,83
16.156,1,0,83
16.178,0,-1,83
16.226,-2,1,83
16.259,-1,0,83
16.307,0,-4,84
16.359,1,3,84
16.38,-4,-3,84
16.426,3,3,84
16.475,2,0,84
16.545,0,-1,84
16.558,0,0,84
16.604,0,0,84
16.627,-5,1,84
16.686,-2,1,84
16.719,1,0,83
16.754,-2,0,83
16.801,-7,-1,83
16.836,-6,2,83
16.895,-1,0,83
16.916,0,-2,84
16.964,-11,4,84
17.005,1,1,84
17.048,-5,3,84
17.082,0,-2,83
17.134,1,2,83
17.158,0,-2,83
17.209,0,1,83
17.237,-1,-2,83
17.322,-1,4,83
17.344,-2,-1,83
17.368,1,1,83
17.423,1,4,83
17.447,11,1,83
17.498,-8,2,83
17.528,-3,-3,83
17.565,9,4,83
17.617,-2,-3,83
17.675,5,1,83
17.707,0,1,85
17.73,3,1,85
17.777,7,1,85
17.814,2,0,85
17.864,-2,-3,85
17.912,1,5,87
17.936,2,-7,87
17.988,0,1,87
18.029,6,-2,87
18.09,26,-1,87
18.123,1,-2,90
18.162,2,0,90
18.217,0,1,90
18.229,16,2,90
18.274,-2,-2,90
18.302,-8,3,93
18.36,0,0,93
18.409,0,0,93
18.432,7,1,93
18.465,3,-3,93
18.531,0,1,93
18.554,6,-8,93
18.613,-16,-5,93
18.628,3,2,93
18.683,0,-1,93
18.734,-8,-1,96
18.759,-1,3,96
18.795,-1,1,96
18.843,-9,-4,96
18.902,-2,3,96
18.94,-4,0,96
18.965,-15,4,96
19.02,-15,0,96
19.044,-11,2,96
19.118,-1,2,92
19.148,-17,0,92
19.171,-33,-11,92
19.225,6,26,92
19.252,8,6,92
19.304,0,3,87
19.331,1,2,87
19.378,4,-10,87
19.418,-3,4,87
19.488,-12,-1,87
19.51,1,0,85
19.549,21,-4,85
19.613,12,-4,85
19.64,-2,-2,85
19.666,-5,1,85
19.711,-6,3,85
19.761,2,4,85
19.784,2,2,85
19.838,1,14,85
19.863,0,3,85
19.907,6,15,85
19.966,10,18,85
19.999,-2,-6,85
20.035,1,3,85
20.067,1,-5,85
20.113,-2,1,85
20.164,0,-8,85
20.206,12,12,85
20.251,-8,-1,85
20.277,0,0,85
20.322,0,7,84
20.382,5,17,84
20.405,14,12,84
20.438,-4,0,84
20.487,-1,0,92
20.527,7,-2,92
20.577,0,0,92
20.627,4,3,92
20.658,-9,0,92
20.695,-9,0,99
20.727,0,0,99
20.771,-9,-4,99
20.801,-1,1,99
20.863,3,-4,99
20.901,4,-10,105
20.953,3,-3,105
20.975,8,-1,105
21.02,4,0,105
21.055,3,2,105
21.089,2,0,102
21.143,-2,4,102
21.171,-4,16,102
21.216,-11,11,102
21.268,-17,11,102
21.341,2,1,96
21.341,-9,-3,96
21.385,-13,7,96
21.416,9,11,96
21.466,21,10,96
21.512,11,3,85
21.548,-11,-9,85
21.58,-9,16,85
21.642,-1,-7,85
21.688,-2,3,85
21.714,-9,7,84
21.765,-8,13,84
21.801,-3,-1,84
21.853,1,-1,84
21.886,9,-3,84
21.925,0,-2,82
21.948,-4,1,82
22.011,-3,1,82
22.034,-2,4,82
22.084,-1,0,82
22.12,0,16,87
22.173,-4,2,87
22.222,0,33,87
22.246,4,6,87
22.289,-2,-8,90
22.348,-3,1,90
22.381,0,-1,90
22.403,1,4,90
22.452,1,0,90
22.503,-18,-1,95
22.548,-1,0,95
22.575,0,2,95
22.611,0,-2,95
22.655,0,2,95
22.694,0,0,97
22.75,0,-3,97
22.776,0,3,97
22.83,0,0,97
22.853,-10,-9,97
22.911,-3,3,99
22.959,5,-1,99
22.98,1,0,99
23.029,0,-2,99
23.08,0,0,99
23.106,-2,-2,95
23.159,-3,1,95
23.184,-2,-9,95
23.229,-1,1,95
23.295,2,-1,95
23.324,1,-1,89
23.35,0,-3,89
23.389,0,-1,89
23.424,-1,-2,89
23.479,1,0,89
23.527,0,-1,83
23.561,0,-2,83
23.597,3,-9,83
23.634,2,2,83
23.69,-7,2,83
23.717,2,0,83
23.763,2,2,83
23.803,1,0,83
23.854,1,-2,83
23.88,-3,0,83
23.925,4,0,81
23.976,1,-1,81
24.008,0,1,81
24.045,0,0,81
24.1,0,0,81
24.146,0,-1,81
24.17,0,-1,81
24.214,2,-1,81
24.268,0,1,81
24.292,-1,0,82
24.331,6,-4,82
24.393,-14,-4,82
24.42,-9,3,82
24.456,0,2,82
24.489,-6,0,83
24.553,-24,-17,83
24.603,-27,2,83
24.631,-22,4,83
24.678,1,-3,83
24.715,-7,7,86
24.74,-17,-2,86
24.781,-6,0,86
24.827,-3,-7,86
24.875,-7,0,86
24.909,-8,-3,100
24.971,-10,0,100
24.989,-3,-1,100
25.035,15,2,100
25.071,16,0,100
25.128,6,-4,100
25.16,3,-1,100
25.208,1,3,100
25.23,19,-7,100
25.277,12,-3,100
25.316,1,4,96
25.371,14,3,96
25.392,-9,3,96
25.454,9,1,96
25.477,-2,1,96
25.526,-11,13,95
25.555,-16,31,95
25.599,-14,0,95
25.653,8,15,95
25.681,24,21,95
25.728,6,28,90
25.784,-7,28,90
25.808,-11,28,90
25.86,-6,18,90
25.899,-6,17,97
25.933,0,5,97
25.966,3,0,97
26.033,-2,2,97
26.062,-3,-4,97
26.106,4,4,99
26.143,-1,5,99
26.191,8,10,99
26.213,0,0,99
26.266,3,-2,99
26.311,-1,3,103
26.358,9,-12,103
26.387,5,1,103
26.442,0,-2,103
26.539,0,0,103
26.549,1,0,100
26.549,0,0,100
26.603,1,3,100
26.626,0,-1,100
26.669,-3,-36,100
26.717,-16,-7,95
26.769,-4,0,95
26.791,-4,-14,95
26.847,-15,-6,95
26.87,3,0,95
26.933,-4,-3,86
26.954,-6,-4,86
27.018,-16,-10,86
27.042,-11,-7,86
27.071,-7,-3,86
27.115,-5,-1,82
27.174,6,2,82
27.196,8,4,82
27.244,7,0,82
27.273,-5,1,82
27.331,-1,-2,81
27.369,-6,1,81
27.404,-9,-1,81
27.446,-1,-2,81
27.493,-1,0,81
