time_s,dx,dy,alt_mm
0.028,0,-1,164
0.084,0,0,164
0.111,0,0,164
0.141,0,0,164
0.203,0,0,164
0.231,0,0,164
0.279,0,0,164
0.336,0,0,164
0.371,1,0,164
0.391,0,0,164
0.449,0,-1,164
0.473,0,0,164
0.549,0,0,164
0.575,0,0,164
0.601,0,0,164
0.654,0,0,165
0.68,0,0,165
0.733,0,0,165
0.774,0,0,165
0.803,0,0,165
0.846,0,0,165
0.897,2,0,165
0.954,0,0,165
0.98,0,0,165
1.008,0,0,164
1.062,0,2,164
1.115,1,1,164
1.139,0,0,164
1.178,1,0,164
1.229,0,1,164
1.263,1,0,164
1.308,0,1,164
1.332,0,0,164
1.376,0,1,164
1.437,0,-1,165
1.465,0,0,165
1.508,0,0,165
1.545,0,1,165
1.601,0,-1,165
1.65,0,0,166
1.672,0,0,166
1.721,0,0,166
1.747,0,0,166
1.795,0,0,166
1.83,0,0,164
1.896,0,0,164
1.917,0,0,164
1.966,0,0,164
2.016,0,0,164
2.039,-1,-1,162
2.095,0,0,162
2.125,0,0,162
2.185,0,1,162
2.208,0,1,162
2.242,-1,2,165
2.301,0,0,165
2.329,0,0,165
2.382,0,0,165
2.432,0,0,164
2.454,0,0,164
2.491,0,0,164
2.544,0,1,164
2.565,0,0,164
2.628,0,0,167
2.662,0,0,167
2.714,0,0,167
2.736,1,0,167
2.79,0,0,167
2.827,0,0,165
2.875,0,0,165
2.909,0,0,165
2.962,0,0,165
2.985,0,0,165
3.04,1,0,165
3.076,0,0,165
3.121,0,0,165
3.145,0,-3,165
3.211,1,0,165
3.252,0,-1,167
3.278,0,0,167
3.336,0,-2,167
3.359,0,0,167
3.402,0,-1,167
3.449,1,0,166
3.5,0,-1,166
3.527,-1,4,166
3.564,-1,0,166
3.61,-1,-1,166
3.646,0,-1,165
3.696,-2,0,165
3.72,-1,-1,165
3.775,1,-1,165
3.827,0,0,165
3.859,0,-1,166
3.919,-2,-1,166
3.93,0,0,166
3.978,0,0,166
4.024,0,0,165
4.073,-1,0,165
4.1,-1,2,165
