time_s,dx,dy,alt_mm
0.02,0,0,91
0.079,0,1,91
0.106,0,-1,91
0.141,1,0,91
0.188,0,1,90
0.233,-1,-1,90
0.265,0,1,90
0.315,0,0,90
0.358,0,-1,90
0.412,0,0,90
0.444,0,0,90
0.479,0,0,90
0.523,0,0,90
0.573,0,0,90
0.607,0,0,90
0.64,0,0,90
0.684,0,0,90
0.747,0,0,90
0.775,0,0,90
0.819,0,0,92
0.841,0,0,92
0.888,0,0,92
0.942,0,0,92
0.966,0,0,92
1.015,0,0,90
1.065,0,0,90
1.094,0,0,90
1.14,0,0,90
1.176,0,0,90
1.211,0,0,90
1.262,0,0,90
1.292,0,0,90
1.338,0,0,90
1.385,0,0,91
1.43,0,0,91
1.48,0,0,91
1.514,0,0,91
1.561,0,0,91
1.585,0,0,90
1.622,0,0,90
1.676,0,0,90
1.7,0,-1,90
1.763,0,1,90
1.786,0,0,89
1.84,0,0,89
1.875,0,0,89
1.93,0,0,89
1.953,0,0,89
1.999,0,0,91
2.042,0,0,91
2.076,0,0,91
2.111,0,0,91
2.166,0,0,91
2.203,0,0,91
2.249,0,0,91
2.284,0,0,91
2.318,0,0,91
2.355,0,0,91
2.403,0,0,91
2.45,0,0,91
2.484,0,0,91
2.541,0,0,91
2.564,0,0,91
2.615,0,0,91
2.647,0,0,91
2.689,0,0,91
2.739,0,0,91
2.787,0,0,91
2.821,0,0,91
2.858,0,0,91
2.9,0,0,91
2.935,0,0,91
2.996,0,0,91
3.014,0,0,90
3.06,0,0,90
3.104,0,0,90
3.142,0,0,90
3.196,0,0,91
3.218,0,0,91
3.278,0,0,91
3.3,0,0,91
3.358,0,0,91
3.397,0,0,91
3.429,0,0,91
3.474,0,0,91
3.507,0,0,91
3.559,0,0,91
3.582,0,0,91
3.64,0,0,91
3.673,0,0,91
3.719,0,0,91
3.763,0,0,91
3.794,0,0,91
3.84,0,0,91
3.875,0,0,91
3.917,0,0,91
3.964,0,0,91
3.998,0,0,90
4.052,0,0,90
4.085,0,0,90
4.143,0,0,90
4.165,0,0,90
4.223,0,0,90
4.248,0,0,90
4.293,0,0,90
4.335,0,0,90
4.383,0,0,90
4.415,0,0,90
4.461,0,1,90
4.52,0,-1,90
4.531,0,0,90
4.573,0,0,90
4.611,0,0,90
