time_s,dx,dy,alt_mm
0.056,1,1,90
0.077,0,-1,90
0.142,-1,0,91
0.173,0,0,91
0.221,0,-1,91
0.258,1,1,91
0.294,-1,0,91
0.327,1,0,89
0.37,-1,0,89
0.419,0,-1,89
0.464,1,0,89
0.489,-1,0,89
0.573,0,0,89
0.584,1,0,89
0.635,-1,0,89
0.66,1,1,89
0.699,1,0,89
0.745,-1,0,89
0.79,-1,0,89
0.833,0,0,89
0.874,1,0,89
0.911,-1,0,89
0.965,1,0,89
0.987,-1,0,89
1.034,-1,0,89
1.083,1,0,89
1.121,0,0,89
1.169,-1,0,89
1.201,1,0,89
1.247,-1,0,89
1.273,0,-1,89
1.344,0,1,90
1.355,0,0,90
1.415,0,0,90
1.44,0,0,90
1.483,0,0,90
1.531,-1,0,91
1.563,0,0,91
1.613,1,0,91
1.65,0,0,91
1.685,0,0,91
1.73,0,0,91
1.779,0,0,91
1.802,0,0,91
1.863,0,0,91
1.89,0,0,91
1.946,0,0,90
1.97,0,0,90
2.032,0,0,90
2.053,1,0,90
2.099,-1,0,90
2.135,0,0,90
2.189,1,0,90
2.234,-1,0,90
2.259,0,0,90
2.317,0,0,90
2.351,0,0,90
2.39,0,0,90
2.425,1,0,90
2.472,-1,0,90
2.509,0,0,90
2.544,0,0,89
2.619,0,0,89
2.633,0,0,89
2.684,1,0,89
2.706,-1,0,89
2.75,0,0,91
2.795,0,0,91
2.827,0,0,91
