time_s,dx,dy,alt_mm
0.054,0,0,83
0.081,-1,-1,83
0.129,2,2,83
0.153,-1,0,83
0.214,-1,-1,83
0.238,1,1,83
0.286,0,0,83
0.343,-1,-1,83
0.365,0,0,83
0.4,0,0,83
0.448,1,-1,83
0.498,1,2,83
0.542,0,0,83
0.569,-1,-1,83
0.624,1,0,83
0.659,0,0,84
0.703,1,1,84
0.733,-2,-1,84
0.792,0,0,84
0.815,0,1,84
0.86,0,-2,82
0.908,0,1,82
0.955,1,-2,82
0.99,-2,2,82
1.042,0,-2,82
1.066,2,2,82
1.115,0,0,82
1.162,0,0,82
1.184,-1,0,82
1.231,1,0,82
1.275,0,-1,82
1.317,-1,-1,82
1.36,2,2,82
1.394,-1,-1,82
1.456,-1,1,83
1.478,1,-1,83
1.527,0,1,83
1.562,-1,-1,83
1.59,-1,-1,83
1.626,2,2,83
1.678,0,-1,83
1.725,0,2,83
1.759,0,-3,83
1.798,0,2,83
1.853,0,0,83
1.878,-1,-2,83
1.924,0,1,83
1.974,2,1,83
1.997,-3,-2,83
2.05,1,2,83
2.099,1,0,83
2.122,-1,-1,83
2.176,0,-1,83
2.232,1,1,83
2.243,-1,0,83
2.301,0,0,83
2.342,0,1,83
2.388,0,0,83
2.415,0,-2,83
2.493,0,2,83
2.516,0,-1,83
2.549,1,2,83
2.582,-1,-2,83
2.631,-1,-1,83
2.654,1,0,83
2.704,-1,1,83
2.748,0,-1,83
2.78,1,0,83
2.816,1,2,83
2.872,-2,0,83
2.899,1,0,83
2.95,0,-1,83
3.0,-1,1,83
3.037,2,0,84
3.077,0,1,84
3.117,-2,-2,84
3.164,0,-1,84
3.193,3,3,84
3.251,-1,-2,84
3.28,-1,0,84
3.328,2,1,84
3.372,-2,-1,84
3.403,-1,-1,84
3.443,2,2,83
3.475,-1,-1,83
3.52,0,0,83
3.579,0,0,83
3.612,-1,-1,83
3.635,1,2,83
3.694,1,1,83
3.74,-2,-3,83
3.773,1,2,83
3.809,0,0,83
3.873,0,-2,83
3.898,0,1,83
3.935,1,1,83
3.984,0,0,83
4.017,0,0,83
4.064,1,0,83
4.088,-2,0,83
4.135,1,0,83
4.184,0,1,83
4.234,-1,0,83
4.258,0,-2,83
4.295,2,1,83
4.362,-2,0,83
4.385,1,0,83
4.458,-1,-1,84
4.458,0,0,84
4.496,0,0,84
4.545,1,1,84
4.592,-1,-2,84
4.625,0,0,83
4.676,0,0,83
4.732,1,2,83
4.756,0,1,83
4.804,-1,-2,83
4.838,0,0,83
4.882,0,1,83
4.923,2,0,83
4.954,-2,0,83
5.013,0,-1,83
5.038,1,1,83
5.092,0,0,83
5.116,-1,0,83
5.175,2,1,83
5.198,-2,-2,83
5.248,1,0,83
5.282,0,0,83
5.329,0,1,83
5.364,0,-1,83
5.426,0,2,83
5.451,-1,-1,83
5.506,1,-1,83
5.529,-4,-4,83
5.574,-11,-2,83
5.608,4,9,83
5.661,15,18,82
5.687,3,2,82
5.75,5,23,82
5.772,5,10,82
5.833,2,-24,82
5.857,-11,-3,97
5.912,-8,-3,97
5.935,-14,5,97
5.983,-18,1,97
6.038,-3,0,97
6.064,-24,-2,133
6.121,0,-9,133
6.156,-2,-9,133
6.187,-1,-3,133
6.231,-2,-1,155
6.303,0,0,155
6.303,-3,-2,155
6.354,-1,3,155
6.39,-1,-2,155
6.518,-11,8,160
6.575,0,-5,160
6.645,3,-1,160
6.678,13,-2,160
6.716,6,-2,160
6.727,13,-4,153
6.737,0,3,153
6.737,18,-33,153
6.769,4,-2,153
6.814,12,-1,153
6.838,1,2,129
6.885,-23,-7,129
6.945,-2,-5,129
6.973,-13,-25,129
7.015,-1,-1,129
7.05,-3,2,113
7.095,-5,0,113
7.129,-14,0,113
