time_s,dx,dy,alt_mm
0.005,0,0,141
0.036,0,0,141
0.088,0,0,142
0.12,-1,0,142
0.183,0,0,142
0.215,0,1,142
0.247,0,0,142
0.281,0,0,142
0.323,0,0,142
0.364,0,0,142
0.406,0,0,142
0.459,0,0,142
0.544,0,0,141
0.544,0,0,141
0.649,-1,1,141
0.963,0,1,141
0.963,0,0,141
1.26,-3,9,140
1.501,0,0,140
1.557,1,0,140
1.632,-1,0,140
1.804,1,3,141
1.878,0,0,141
1.932,0,0,141
1.954,0,0,141
2.006,0,0,142
2.038,0,0,142
2.111,-1,0,142
2.174,0,0,142
2.208,-1,1,141
2.24,0,0,141
2.302,0,0,141
2.323,0,0,141
2.376,-1,0,141
2.452,0,0,141
2.452,0,0,141
2.505,0,0,141
2.526,0,0,141
2.567,0,0,141
2.61,0,0,142
2.642,-1,-1,142
2.696,0,0,142
2.727,0,-1,142
2.759,0,0,142
2.802,0,0,141
2.856,0,-1,141
2.878,-1,2,141
2.92,7,-3,141
2.961,-2,0,141
3.003,-3,1,142
3.058,-1,1,142
3.079,0,0,142
3.132,0,0,142
3.163,0,0,142
3.205,0,1,142
3.248,0,0,142
3.279,0,0,142
3.324,0,0,142
3.397,0,0,142
3.429,2,1,140
3.45,0,-1,140
3.491,8,-8,140
3.553,59,-7,140
3.574,51,-20,140
3.608,79,-25,142
3.639,64,-23,142
3.692,0,1,142
3.733,2,1,142
3.765,1,0,142
3.851,-1,1,142
3.851,0,-2,142
3.893,-144,35,142
3.938,-181,32,142
3.979,-40,15,142
4.021,114,-15,139
4.062,230,-24,139
4.104,221,-11,139
4.136,19,-1,139
4.19,-2,0,139
4.221,0,-1,139
4.264,-21,14,139
4.295,-144,30,139
4.358,35,-18,139
4.41,296,-48,139
4.465,10,0,140
4.486,1,0,140
4.538,1,0,140
4.569,1,0,140
4.601,-7,-1,140
4.664,18,39,141
4.685,-41,19,141
4.72,125,-17,141
4.783,333,-25,141
4.815,55,-5,141
4.891,2,0,140
4.923,1,0,140
4.955,0,1,140
5.007,-1,0,140
5.039,-67,15,141
5.081,-220,32,141
5.124,-28,9,141
5.155,1,-1,141
5.198,-88,81,141
5.325,-23,13,141
5.325,1,1,141
5.347,0,0,141
5.378,0,0,141
5.4,0,0,141
5.432,-4,2,141
5.484,-76,71,141
5.526,-105,19,141
5.567,-6,0,141
5.624,2,-1,141
5.665,4,-13,141
5.697,-118,53,141
5.718,-6,10,141
5.76,0,0,141
5.805,0,0,141
5.838,0,0,141
5.89,6,0,141
5.922,2,-1,141
