time_s,dx,dy,alt_mm
0.023,0,0,62
0.08,0,1,62
0.104,0,0,62
0.153,0,0,62
0.186,0,0,62
0.222,0,0,62
0.278,0,0,62
0.324,0,0,62
0.349,0,0,62
0.408,0,0,62
0.431,0,1,62
0.476,0,-1,62
0.503,0,0,62
0.563,0,0,62
0.585,0,-1,62
0.635,0,0,62
0.684,0,0,62
0.73,0,1,62
0.754,0,0,62
0.819,0,0,61
0.844,0,0,61
0.902,0,0,61
0.927,0,-1,61
0.959,0,0,61
0.994,0,0,62
1.055,0,1,62
1.099,0,-1,62
1.151,0,0,62
1.176,0,0,63
1.223,0,0,63
1.246,0,0,63
1.293,0,0,63
1.332,0,0,63
1.378,0,0,63
1.435,0,0,63
1.468,0,0,63
1.492,0,0,63
1.543,0,0,63
1.601,0,0,63
